,filename,identity,Line,Epoch,Day,Seconds,Date,Time,OffWrist_Actiware,Activity,White_Light,Red_Light,Green_Light,Blue_Light,Sleep_Wake,Mobility,datetime,sleepdata_DAY,sleepdata_REST,sleepdata_SLEEP,sleepdata_DAILY,sleepdata_EXCLUDED
2952410,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9344,11203,4,280290,2015-09-11,1900-01-01 21:21:30,0,21.0,12.05,3.07,0.59,0.07,1.0,1.0,11SEP15:21:21:30,4,0,0,1,0
2952411,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9345,11204,4,280320,2015-09-11,1900-01-01 21:22:00,0,6.0,19.04,3.65,1.24,0.12,0.0,1.0,11SEP15:21:22:00,4,0,0,1,0
2952412,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9346,11205,4,280350,2015-09-11,1900-01-01 21:22:30,0,17.0,10.6,2.42,0.59,0.06,1.0,1.0,11SEP15:21:22:30,4,0,0,1,0
2952413,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9347,11206,4,280380,2015-09-11,1900-01-01 21:23:00,0,13.0,8.19,1.75,0.49,0.05,1.0,1.0,11SEP15:21:23:00,4,0,0,1,0
2952414,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9348,11207,4,280410,2015-09-11,1900-01-01 21:23:30,0,152.0,7.6,1.83,0.4,0.05,1.0,1.0,11SEP15:21:23:30,4,0,0,1,0
2952415,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9349,11208,4,280440,2015-09-11,1900-01-01 21:24:00,0,27.0,1.09,0.35,0.04,0.0,1.0,1.0,11SEP15:21:24:00,4,0,0,1,0
2952416,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9350,11209,4,280470,2015-09-11,1900-01-01 21:24:30,0,71.0,6.92,1.87,0.32,0.02,1.0,1.0,11SEP15:21:24:30,4,0,0,1,0
2952417,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9351,11210,4,280500,2015-09-11,1900-01-01 21:25:00,0,71.0,12.37,2.32,0.82,0.07,1.0,1.0,11SEP15:21:25:00,4,0,0,1,0
2952418,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9352,11211,4,280530,2015-09-11,1900-01-01 21:25:30,0,41.0,5.4,1.0,0.36,0.04,1.0,1.0,11SEP15:21:25:30,4,0,0,1,0
2952419,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9353,11212,4,280560,2015-09-11,1900-01-01 21:26:00,0,16.0,3.93,0.74,0.26,0.03,1.0,1.0,11SEP15:21:26:00,4,0,0,1,0
2952420,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9354,11213,4,280590,2015-09-11,1900-01-01 21:26:30,0,78.0,3.86,0.7,0.26,0.03,1.0,1.0,11SEP15:21:26:30,4,0,0,1,0
2952421,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9355,11214,4,280620,2015-09-11,1900-01-01 21:27:00,0,308.0,4.61,0.82,0.32,0.03,1.0,1.0,11SEP15:21:27:00,4,0,0,1,0
2952422,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9356,11215,4,280650,2015-09-11,1900-01-01 21:27:30,0,271.0,5.31,0.95,0.36,0.05,1.0,1.0,11SEP15:21:27:30,4,0,0,1,0
2952423,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9357,11216,4,280680,2015-09-11,1900-01-01 21:28:00,0,308.0,8.91,2.42,0.4,0.04,1.0,1.0,11SEP15:21:28:00,4,0,0,1,0
2952424,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9358,11217,4,280710,2015-09-11,1900-01-01 21:28:30,0,289.0,21.51,4.44,1.32,0.13,1.0,1.0,11SEP15:21:28:30,4,0,0,1,0
2952425,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9359,11218,4,280740,2015-09-11,1900-01-01 21:29:00,0,78.0,13.77,2.94,0.82,0.09,1.0,1.0,11SEP15:21:29:00,4,0,0,1,0
2952426,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9360,11219,4,280770,2015-09-11,1900-01-01 21:29:30,0,262.0,5.55,1.06,0.36,0.05,1.0,1.0,11SEP15:21:29:30,4,0,0,1,0
2952427,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9361,11220,4,280800,2015-09-11,1900-01-01 21:30:00,0,236.0,4.86,0.93,0.32,0.03,1.0,1.0,11SEP15:21:30:00,4,0,0,1,0
2952428,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9362,11221,4,280830,2015-09-11,1900-01-01 21:30:30,0,200.0,4.92,0.95,0.32,0.04,1.0,1.0,11SEP15:21:30:30,4,0,0,1,0
2952429,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9363,11222,4,280860,2015-09-11,1900-01-01 21:31:00,0,13.0,4.49,1.13,0.22,0.03,1.0,1.0,11SEP15:21:31:00,4,0,0,1,0
2952430,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9364,11223,4,280890,2015-09-11,1900-01-01 21:31:30,0,279.0,8.87,2.22,0.45,0.05,1.0,1.0,11SEP15:21:31:30,4,0,0,1,0
2952431,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9365,11224,4,280920,2015-09-11,1900-01-01 21:32:00,0,51.0,10.05,2.76,0.45,0.04,1.0,1.0,11SEP15:21:32:00,4,0,0,1,0
2952432,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9366,11225,4,280950,2015-09-11,1900-01-01 21:32:30,0,262.0,14.57,2.76,0.95,0.11,1.0,1.0,11SEP15:21:32:30,4,0,0,1,0
2952433,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9367,11226,4,280980,2015-09-11,1900-01-01 21:33:00,0,271.0,35.26,7.8,2.04,0.18,1.0,1.0,11SEP15:21:33:00,4,0,0,1,0
2952434,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9368,11227,4,281010,2015-09-11,1900-01-01 21:33:30,0,388.0,23.75,4.16,1.64,0.18,1.0,1.0,11SEP15:21:33:30,4,0,0,1,0
2952435,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9369,11228,4,281040,2015-09-11,1900-01-01 21:34:00,0,138.0,10.84,2.53,0.59,0.06,1.0,1.0,11SEP15:21:34:00,4,0,0,1,0
2952436,197_$_9_8_2015_3_30_00_PM_20170629_lmm5346joust.csv,197_$,9370,11229,4,281070,2015-09-11,1900-01-01 21:34:30,0,49.0,3.62,0.93,0.18,0.02,1.0,1.0,11SEP15:21:34:30,4,0,0,1,0
